idx,id,text,intent,urgency,events,reasons,suggest_intent,suggest_urgency,suggest_events,keyword_hits
12064,f652d6c4ac168d0c7b5c6dd2d641e5e059923a14,"retakan, oli tumpah dengan fuel spill di hauling road, sementara aman tapi bahaya, mohon escort unit. roger need ERT now.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12066,82c8a7b331c2858c47012796da223009869f46ee,"Security, diesel dan hazmat dan tumpahan di hauling road, hampir kejadian, MOHON amankan AREA. ROGER, SECURITY.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12076,e5104b5bee951ce2fc4d6ba4b3c34811cd6625d3,"CLINIC, DRILL: KERUSAKAN di tikungan hauling timur, update status.!",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12077,ae9e3518c604855e7fc67fd2dc45d4d51705d93a,"sudah ditangani, ditemukan incident vehicle plus serempet plus ban pecah di hopper, mohon dibuat WO. break break.!",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12081,af2c51594896ad9efddf6fb9a69f96ef70126623,"Dispatch, terdeteksi: haul truck TERKAIT out of control sekalian kecelakaan kendaraan sekalian sling putus di bunker, mohon amankan area.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12090,b825a9da8c81e2c2361f45616739537150288e93,"Safety, nyaris kejadian: bulldozer terkait jatuh dengan lokomotif berhenti mendadak di ban berjalan, harap pasang rambu.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12093,78538e780145d63fb3a43289662adf11daa25fab,"Security, buat dicatat: kereta tambang di tikungan HAULING timur, mohon dibuat WO.",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12103,cf56ba0c4392018b693a990d524f16941b0e6e71,"Security, dump truck di pit utara sudah terkendali, untuk dicatat.",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12112,0492912f9254185802ff7aac59866bc484449b86,"nyaris celaka, pit dan flame dan bara di tip point, sementara aman tapi bahaya, mohon tindak lanjut.",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12113,cb23515342c5ab356bc48e59b1f83738f43089da,"Dispatch, terbaca: pompa air terkait kereta tambang di tipping point, harap informasikan ke semua unit (channel utama).",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12126,3e5162b2b3d632a2686ec5642409cda28133e25d,"hampir terguling, near near near near miss pencurian di tip point, belum ada korban, mohon standby ERT.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE|SECURITY_ASSAULT,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12133,16bcbbe32e20a378dfc50a2170a97c2c39f85937,"Clinic, alarm: fuel truck terkait kebalik barengan shackle lepas di hauling road, mohon standby ERT.!!!",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12160,7d7c9e0710130807654c74e9b817029c070ff59f,"terdeteksi, near miss alat pernapasan evakuasi di disposal, belum ada korban, mohon escort unit.!!!",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12161,3ab866808af607287dc96c2cf0580db30da6ced5,"terdeteksi, near miss nyuri di pos timbang, belum ada korban, harap informasikan ke semua unit.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|SECURITY_ASSAULT,heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12172,bbcf6dd0bdfc1cf908a3b918a90478e76bdb5d6f,"Security, tercium gas: HD 07 terkait scald di hopper, mohon monitor.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12187,668a0efe19508d9b1e15f4f52a2b4b6f52db45c0,"Control, nyaris nyaris nyaris nyaris celaka: HD 07 terkait loader dengan unit lari di hauling road, harap pasang rambu.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12195,df5b9aa2d6b36aab34e80ebcae74cdd61f15310b,"Control, bocor sedikit: ada indikasi alat evakuasi di fuel bay, harap pasang rambu.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE|heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12207,2552539e7b55ddb033d21785bf8ec60790a26da6,"Dispatch, drill: mesin mati mendadak dengan material jatuh dari bak di basecamp, mohon dibuat WO.",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12215,46d8caf99959ff5b41a19f86484d1e17c562c542,"hampir terguling, detonasi di dump point, sementara aman tapi bahaya, mohon amankan area. copy.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12216,75cf7f64b0162d9337cf092307bab5af0ac0babd,"Security, pickup plus hydraulic failure di bin sudah terkendali, mohon jadwalkan perbaikan.",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12222,d22b53f389008b852617b6e05ea937d0881b3544,"diduga, diduga, diduga, asma kambuh di sump outlet, sementara aman tapi bahaya, harap informasikan ke semua unit.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12223,4dba4258b1ed0b81104b2ffe302ec0360f433316,"service, ditemukan ban pecah di ROM pad, update status.!",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12227,9f59ea4f56eefcb075c5abd91b0a6802a9b01a37,"Dispatch, kemungkinan: ada indikasi bau gas di tip point, mohon escort unit.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12230,9e02e6cd606b62731aae0758e2b3d7b10cc6f9e3,"Dispatch, tercium gas: pompa air terkait toxic dengan flammable dengan MSDS di bin, mohon monitor.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12233,74401f061f33082b4376be1dcf0ffd6d915e7bc9,"sekadar info, info, info, ada ngebut di jenjang, update STATUS. roger THAT.",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12238,5bd741c6adf9ac85694786afc22ab577f29e4795,"DISPATCH, HAMPIR terguling: SHOVEL terkait spoil pile di plant, mohon escort unit.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12265,3ab16e74b576ef8a0333d951740097dc39234ed1,"Base, bocor sedikit: ada indikasi jatuh di teras, mohon monitor. please respond.!!",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12269,8141c72a2efa7d2e7b8db822d619ec848486781b,"Dispatch, reading naik: ada indikasi excavator di open pit, mohon monitor.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12279,21b39c782f066da1d8717e2964e5d1467f24b6f8,"tanda-tanda, tanda-tanda, tanda-tanda, near miss roof fall di camp, belum ada KORBAN, mohon amankan area.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|GROUND_FAILURE,heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12287,a63d2ac8c86f288be6f3428358d0ff873034a532,"bocor sedikit, assembly point DI PORTAL UNDERGROUND, SEMENTARA AMAN tapi bahaya, mohon monitor. copy please respond.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12300,3a809be53523a3dfa2eb22d46c34f94f0b490761,"Dispatch, buat dicatat: tire burst di ROM pad, untuk dicatat.",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12305,84753e790528d6f7f3d319445102b7c0ed99738b,"Security, bocor sedikit: ada indikasi kepala terbentur di pile, mohon amankan area.!!, koordinat -3.519,116.635.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12312,10bcb004b786ddaecf6e6ab3209bbe80d08b3aed,"terdeteksi - potensi MENYALA besar di base station, mohon tindak lanjut.",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12314,2115278109d4667582b3c56ed3c614f85cee9b8b,"Security, spill plus chemical spill di conveyor, hampir kejadian, mohon standby ERT. Standby, Security.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12320,741db209031370583c803abda86523859b0b524a,"kayaknya, flare up di open pit, sementara aman tapi bahaya, mohon tindak lanjut. standby ya.",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12321,a40f52e2f6f4fd912930d691ee5b6ae6632a8092,"Safety, kerusakan di bunker sudah terkendali, update status.!!!",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12351,9b5374c50a075bbb9ed2ee8fb08a863f6b03e4a2,"Base, untung tidak: FL TERKAIT plant DI pit selatan, mohon amankan area.",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12367,456938843de27ab2728f9fe98e09e98598faee57,"ERT, jatuh ke lereng di pos timbangan sudah terkendali, mohon jadwalkan perbaikan.",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12368,00b75bb1d9066d3cc7069642f288f8adf24d3ed6,"terdeteksi, near miss flame di pos timbang, belum ada korban, mohon monitor.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12374,998c3bddb2c1d0eec855e67e67e18942af8ee861,"diduga, gas IGNITION DI BENCH, SEMENTARA aman tapi bahaya, mohon tindak lanjut. repeat.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12405,a720a980024991c5012cacb91ffb491bec34f527,"Dispatch, terlihat seperti: seperti: seperti: ada indikasi copot di plant, harap informasikan ke semua unit.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12419,1e4ede171029a8b9915723f8e21f74d3a2f7ce79,"Security, Security, Security, bau gas: ada indikasi tersetrum plus kabel putus di ramp E, harap pasang rambu.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE|ELECTRICAL,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12439,fa7eed728b7adc601ebaa74a41e7ada3693a8507,"sepertinya, near miss batu keluar area dengan gagal ledak dengan batu terlempar di dewatering area, belum ada korban, mohon tindak lanjut.!!!",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12440,c69dd9c84d850c63f6f6d08573f7022adc5b0fb0,"Safety, hampir terguling: ada indikasi jalan keluar DI tikungan HAULING timur, mohon amankan area.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12455,9ede0644b1db8d7978f19ea06833ea69c1012628,"hampir hampir hampir kena, selang pecah dengan chemical spill dengan MSDS di gate utama, sementara aman tapi bahaya, harap pasang rambu. over.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12460,6dbdd97112e377ccd2bad7bdc39611d22fec6279,"warning, near miss skid di belt conveyor, belum ada korban, mohon escort unit.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12493,753ecb49a7ce66a9e3243453ed6305b98a424f99,"Dispatch, terdeteksi: ada indikasi blast vibration plus serpihan terlempar plus primer di jenjang, mohon tindak lanjut.!",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12505,29009311814fa982a518bcde1ce54186f6721e71,"terdeteksi - potensi runaway rail di bunker, mohon standby ERT.!!",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12506,ab07d4cfaf2fb28955bf49a6c6c30115d425d654,"Dispatch, LOKOMOTIF DI PIT utara, hampir kejadian, mohon escort unit.!  sekalian aquaplaning sekalian incident unit",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12536,439796d23050d38a32641f262e35d05fcb125539,"belum jelas, near miss fuse di low wall, belum ada korban, mohon standby ERT.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12539,208d8b509ed14a2d05c30cbf3650b6934fe6e787,"ERT, MENETES: crane terkait corrosive plus gas bocor plus spill (konteks: buang muatan) di camp, mohon standby ERT.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12541,3426b9e818f79441bca8fbdb088b90f5e3a4cdf7,"Control, smoldering: ada INDIKASI PENYEMBURAN GAS di disposal, mohon monitor.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12553,5202bb2af98380c70d6b00e55048ecc985ff2be2,"CLINIC, KERUSAKAN di pump HOUSE sudah terkendali, untuk dicatat.",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12571,24f77461fa3088ef6cb8607faf13626d298b50ca,"Base, near miss: ada indikasi beracun di tip point, mohon amankan area.!",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12576,b87ccc8e42af0e44b44dace9f18469174eb86403,"Safety, auxiliary fan di hopper, hampir kejadian, mohon standby ERT, koordinat -0.555,117.557.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12580,2028048359ccccc58da15fc8b3a0afc513373a0b,"Base, bara kecil: ada indikasi load DROP DI plant, mohon monitor.  sekalian skid sekalian shovel",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12598,b57040da221ad630e45311e4fef70813cc12d73a,"sudah AMAN, ditemukan JATUH di pump house, untuk dicatat. copy.",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12610,bc20db785dcd8d302ddfa871d7bc0b78f7194040,"ERT, tercium gas: pump terkait masuk area blasting dengan crossing line di gate utama, mohon standby ERT.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12622,c6193821f668d948ed344e2de220e4989b795851,"hampir terguling, near MISS nyuri di timbunan, belum ada korban, pls amankan area.!!",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12628,53a3ea95316e7203f2e12ce99100d97b48c3848f,"Base, terdeteksi: grader terkait sling putus sekalian pecah ban (konteks: penutupan lubang) di bench, mohon monitor.!!",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12632,94f37780fd40a3f7736e27b3abf4b25b08186832,"Control, near miss: ada indikasi nonel di dewatering area, harap pasang rambu.!!",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12647,6516cabdbcaae0393562cd954b71be9ca37b3c35,"near miss - potensi gudang sekalian hydrant sekalian APAR di CONTROL ROOM, mohon standby ERT.!",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12670,f62dfcc94b5346c7e05ccec4c590f932d666f151,"hampir terguling, near miss toxic atmosphere di pos timbangan, belum ada korban, mohon monitor.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12673,17080b4e5ce6ed21afa836ac7b7442db665fa606,"bau gas, flame di jalan hauling, sementara aman tapi bahaya, mohon escort unit. standby.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12677,d86b9b9aa1bab541ea87cf3331b20402a7d3c42b,"Control, nyaris: ada indikasi area blasting di tikungan hauling barat, harap informasikan ke semua unit.!!",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12680,f0e65ad806711af47b769e15c4f9f2c3bafcf586,"sepertinya, near miss methane di weighbridge, belum ada korban, pls amankan area.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE|heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12689,9f90c3891fe8f27c06403755daa2a4ee4f082358,"masih diperiksa, oli tumpah di pump house, sementara aman tapi bahaya, mohon standby ERT. over.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12692,f002db255139abf9d79ea4017b028871103881c8,"training, ada understeer dengan overturn dengan aquaplaning di dewatering point, mohon dibuat WO.!",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12708,cc956ee6770b0af49a0a133f8445afbe9ce922c8,"Safety, HAMPIR TERGULING: DT TERKAIT masuk area blasting dan PPE tidak lengkap di portal underground, mohon standby ERT.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12716,5b49fabdf821d87a0daf70582e419288bb603497,"bocor sedikit - potensi asma kambuh dengan keimpit di dump point, HARAP PASANG RAMBU.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12723,117ce893dd85bffb4cea46f188732783cfe0c975,"masih diperiksa, loko berhenti mendadak di jalan hauling, sementara aman tapi bahaya, harap informasikan ke semua unit.!!",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12725,9b898c3899a97b33a38aba8778827922cac9a9d7,"nyaris kejadian, near miss mengakali safety device dan tidak pakai APD di fuel bay, belum ada korban, harap pasang rambu.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12727,282a5626603be938c13e8b389a702f297e3175a6,"minor leak, steering failure di pos timbangan, sementara aman tapi bahaya, harap informasikan ke semua unit. roger.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12729,4987626d400cb34dda3df77748582f90f0ab3902,"tercium gas, near miss switchgear di bunker, belum ada korban, mohon standby ERT.!!!",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12730,189f6d76c335e99950557867a247c01218b2fde9,"retakan, near miss getaran barengan primer di shop, belum ada korban, mohon tindak lanjut.!!",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12738,53acbccf751cde845650fd7ab7693802093d9917,"warning, korosif di dump area, sementara aman tapi bahaya, mohon standby ERT.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12739,22a6a852031a1c725ad6d269a9fd77075acd7ce1,"Safety, hampir terguling: forklift forklift forklift truck terkait load drop dan terjungkal dan malfunction di tipping point, mohon amankan area.!",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12745,065202215d1df3ac20e2e4d2e48fba157015902e,"tercium gas, near miss sprain di high wall, belum ada korban, harap pasang rambu.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12751,74816b3d1fa75777c81d47f1b67856333845c0ef,"masih diperiksa, near miss getaran di ramp W, belum ada korban, mohon standby ERT.!",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12762,b03e60e11e0ded1e110e7ea346e3c19bfe999723,"diduga diduga diduga - potensi malfunction di fuel bay, mohon monitor.!",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12764,4e4b83342847e66dad3bf6b79d4d6daec64e1cee,"Safety, simulasi: lokomotif di jalan HAULING, untuk follow up.!",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12770,1088b7532ad7d364cd8485bb650a11ffed2d183a,"belum jelas - potensi skid sekalian kemudi gagal di dispatch, mohon escort unit.!!!",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12771,ccf99a16e832ab498f2ac0ddcad39ebe1589eafb,"ERT, runaway truck sekalian spin di di di di pit utara, hampir kejadian, harap informasikan ke semua unit. roger that.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12772,d0928f5045a20036c77c670daba0dda6bea63f65,"simulasi evakuasi, maintenance rutin di lubang tambang hari ini. need ERT now.",SOS_POSSIBLE,LOW,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12775,6829a496ac482e22bddd9ee41e5872e5d4dc34ed,"ERT, besok: tergelincir lalu terbalik di pile, untuk follow up. need ERT now.",NON_SOS,LOW,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12783,8ab81ec71d103f45e4daa15b618720f3b0803bbd,"Dispatch, drill hole di pumping station, amankan TKP dan koordinasi medis. Copy, Dispatch.",SOS,MEDIUM,INJURY_MEDICAL,heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12799,0138732094d1570ab2d657bbf9b4d88cd25a2c3b,"belum jelas, near miss electric detonator di pos timbang, belum ada korban, mohon standby ERT. roger that.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION|heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12807,e72919898f5b3b818db0bd99b338dcfdf49cea34,"Base, bau gas: forklift truck terkait sakit parah di ROM 3, mohon standby ERT.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12815,f27a3648ce6a5da0133db3839e98b2d13048c82b,"Safety, sensor: DT TERKAIT corrosive plus leaking plus toxic DI run of mine, mohon amankan area.!!!",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12817,517985be0086d4d775c3800eed7b2c88b6320c9a,"Control, terdeteksi: ada indikasi lepas di teras, mohon amankan area. please respond.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12823,a401f1064523bf8ac7c62c213fc03c2e2e7536ea,"ERT, menetes: ada INDIKASI DIESEL DI PORTAL underground, mohon amankan area.  sekalian pipa pecah (konteks: lifting with jack), koordinat -1.702,117.597.",SOS_POSSIBLE,MEDIUM,HAZMAT_RELEASE,heavy_event_low_urgency:HAZMAT_RELEASE,,HIGH,,
12835,cae26f5f11a0ce2f17691e1156ece80066a6b0e7,"reading naik, dud di bengkel, sementara aman tapi bahaya, mohon tindak lanjut. need ERT now.!!",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12852,e8a6ccca782212858bf3653591844e56433ca46a,"Security, flare up di camp, hampir kejadian, harap pasang rambu. Copy that, Security.",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12855,5eb0c44934834839e9f3c96a68b82f9fe395d9fa,"indikasi, near miss tire burst di control room, belum ada korban, mohon tindak lanjut.",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE|heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12857,44236b06b9c02e6c0ca1b09c04988f4483b7bc03,"nyaris, near miss vandal di belt conveyor, belum ada korban, mohon escort unit.!",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|SECURITY_ASSAULT,heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
12868,af3b00d11e8a9c1d016122c6ae0d85dd2823fff3,"Clinic, incident vehicle dan spin di jalan hauling, hampir kejadian, harap informasikan ke semua unit.",SOS_POSSIBLE,MEDIUM,COLLISION_VEHICLE,heavy_event_low_urgency:COLLISION_VEHICLE,,HIGH,,
12870,770155c7c8428c5f7d0a1ed86f94bad1c7480f76,"indikasi, charging di control room, sementara aman tapi BAHAYA, HARAP INFORMASIKAN ke semua unit. over.",SOS_POSSIBLE,MEDIUM,FIRE_EXPLOSION,heavy_event_low_urgency:FIRE_EXPLOSION,,HIGH,,
12884,61847a9ec1f5e567ccbe1fd33fb75e7ffd3b5ec6,"masih dicek, near near near near miss tongkang terbalik barengan kapal terbalik di jalan hauling, belum ada korban, harap informasikan ke semua unit.!!",SOS_POSSIBLE,MEDIUM,INJURY_MEDICAL|GROUND_FAILURE,heavy_event_low_urgency:INJURY_MEDICAL,,HIGH,,
